accel_var,true_values_var,r2,roughness
1e-12,1e-12,0.999878814694079,0.9786616721543097
1e-12,3.8311868495572925e-12,0.9991313245151515,0.8562176345709885
1e-12,1.4677992676220676e-11,0.9964977074558699,0.7010743965208285
1e-12,5.6234132519034906e-11,0.9906104307228987,0.5754188104556989
1e-12,2.1544346900318867e-10,0.9789072148052183,0.49950923965312394
1e-12,8.254041852680207e-10,0.9567129629090582,0.45822852297113675
1e-12,3.1622776601683795e-09,0.918298911896338,0.43128625423300043
1e-12,1.2115276586285901e-08,0.8598709776763211,0.4051264365132266
1e-12,4.641588833612782e-08,0.7870771208619688,0.36846177681069986
1e-12,1.7782794100389227e-07,0.7080321202528073,0.3251017850617768
1e-12,6.812920690579622e-07,0.6270745665175966,0.28425976129093034
1e-12,2.6101572156825386e-06,0.55195099723971,0.2510477526234118
1e-12,1e-05,0.4841698392541879,0.2257709834551707
1e-12,3.831186849557293e-05,0.425728468503188,0.20359308060681827
1e-12,0.00014677992676220735,0.3795197771525475,0.1833856773623077
1e-12,0.0005623413251903491,0.34414567683455666,0.16601645937045212
1e-12,0.002154434690031887,0.3238278846926045,0.14677084606892798
1e-12,0.008254041852680206,0.31465044237400486,0.11706918389474852
1e-12,0.03162277660168379,0.29713727724397,0.0867444699024878
1e-12,0.12115276586285902,0.2546694677787038,0.07293286361035399
1e-12,0.46415888336127914,0.2179943634531868,0.07167986537995026
1e-12,1.7782794100389228,0.202505912191433,0.07304856341657748
1e-12,6.812920690579622,0.19776126684411632,0.07373625714237772
1e-12,26.10157215682544,0.19646348211784337,0.07394760280787409
1e-12,100.0,0.196120405751521,0.07400503929249148
3.8311868495572925e-12,1e-12,0.9999891030358861,1.0340872825458296
3.8311868495572925e-12,3.8311868495572925e-12,0.9998788146907321,0.9786616775959814
3.8311868495572925e-12,1.4677992676220676e-11,0.9991313245386377,0.8562175962452662
3.8311868495572925e-12,5.6234132519034906e-11,0.9964977070959472,0.7010741838979774
3.8311868495572925e-12,2.1544346900318867e-10,0.9906104223301518,0.5754177339504782
3.8311868495572925e-12,8.254041852680207e-10,0.9789071553676814,0.49950480742198317
3.8311868495572925e-12,3.1622776601683795e-09,0.9567126989295099,0.4582107585970919
3.8311868495572925e-12,1.2115276586285901e-08,0.9182984590848843,0.4312146159567172
3.8311868495572925e-12,4.641588833612782e-08,0.8598717104755658,0.40486740553750117
3.8311868495572925e-12,1.7782794100389227e-07,0.787081016360535,0.3677812763068062
3.8311868495572925e-12,6.812920690579622e-07,0.7080349451096978,0.32414677547572385
3.8311868495572925e-12,2.6101572156825386e-06,0.6270492479013189,0.2836918791093468
