accel_var,true_values_var,model,r2,roughness
1e-12,1.7782794100389227e-07,7,-3.796901892890822,0.3330128251399973
1e-12,1.7782794100389227e-07,8,-3.796906653053,0.33593416330749376
1e-12,1.7782794100389227e-07,9,-3.796907968317301,0.32961679959540907
1e-12,1.7782794100389227e-07,10,-3.796895801885806,0.3371141821998453
1e-12,1.7782794100389227e-07,11,-3.796900805863568,0.3318031683963867
1e-12,1.7782794100389227e-07,12,-3.796893728572657,0.334341138935201
1e-12,1.7782794100389227e-07,13,-3.7969041841585973,0.3312105778394353
1e-12,1.7782794100389227e-07,14,-3.796902389939765,0.3328577875066062
1e-12,6.812920690579622e-07,0,-3.783048579988855,0.2945389520676081
1e-12,6.812920690579622e-07,1,-3.783061223212262,0.2940448210415438
1e-12,6.812920690579622e-07,2,-3.783061596636916,0.29924524843028694
1e-12,6.812920690579622e-07,3,-3.7830633208478854,0.2958774118967179
1e-12,6.812920690579622e-07,4,-3.7830605124895618,0.2951515714404189
1e-12,6.812920690579622e-07,5,-3.78308768583641,0.2916635709509696
1e-12,6.812920690579622e-07,6,-3.7830491065314122,0.2953765224544376
1e-12,6.812920690579622e-07,7,-3.7830663040477868,0.29432897876884323
1e-12,6.812920690579622e-07,8,-3.783083666932842,0.29737979252651087
1e-12,6.812920690579622e-07,9,-3.783087352034298,0.2906817030891992
1e-12,6.812920690579622e-07,10,-3.7830443627324595,0.2986128159032519
1e-12,6.812920690579622e-07,11,-3.7830631439129245,0.2931825711813551
1e-12,6.812920690579622e-07,12,-3.783037224069341,0.2956852762002528
1e-12,6.812920690579622e-07,13,-3.783072438208939,0.2922559593155926
1e-12,6.812920690579622e-07,14,-3.783068935939938,0.29413124733739354
1e-12,2.6101572156825386e-06,0,-3.4103109728129484,0.26056224635984754
1e-12,2.6101572156825386e-06,1,-3.4103446440161633,0.2601382204430511
1e-12,2.6101572156825386e-06,2,-3.4103431573788274,0.26563356313572634
1e-12,2.6101572156825386e-06,3,-3.410350023237858,0.26236427888979824
1e-12,2.6101572156825386e-06,4,-3.4103349801147713,0.26148034749990084
1e-12,2.6101572156825386e-06,5,-3.410430321203364,0.2577585992681168
1e-12,2.6101572156825386e-06,6,-3.4103033717992215,0.2616044679480695
1e-12,2.6101572156825386e-06,7,-3.410360377047451,0.26060711168125805
1e-12,2.6101572156825386e-06,8,-3.410419251066875,0.263788427625863
1e-12,2.6101572156825386e-06,9,-3.4104261871445045,0.2568661797327722
1e-12,2.6101572156825386e-06,10,-3.410285410778287,0.26494905750233455
1e-12,2.6101572156825386e-06,11,-3.410349446138424,0.25945764108857294
1e-12,2.6101572156825386e-06,12,-3.4102618929997606,0.26179095117210943
1e-12,2.6101572156825386e-06,13,-3.4103734810273396,0.25839113299068883
1e-12,2.6101572156825386e-06,14,-3.410368844454645,0.2602754050745415
1e-12,1e-05,0,-2.9025085105396395,0.2328203708482736
1e-12,1e-05,1,-2.9025731827011754,0.23241516771066867
1e-12,1e-05,2,-2.9025385671741772,0.23808015534937596
1e-12,1e-05,3,-2.902552075109135,0.23497338723366645
1e-12,1e-05,4,-2.902501836056252,0.23408705112899264
1e-12,1e-05,5,-2.9028030903142086,0.23003179883214225
1e-12,1e-05,6,-2.902437765271102,0.23402027056229752
1e-12,1e-05,7,-2.9025910060083318,0.23302469017590163
1e-12,1e-05,8,-2.9027763053626634,0.23634411955898338
1e-12,1e-05,9,-2.902763462869663,0.22934695898171778
1e-12,1e-05,10,-2.902355044172907,0.23736495560265858
1e-12,1e-05,11,-2.902567879806932,0.2318614202862557
1e-12,1e-05,12,-2.9023024120227157,0.2340527008450826
1e-12,1e-05,13,-2.902605629397285,0.23076800016819643
1e-12,1e-05,14,-2.902618417228078,0.23251873794033018
1e-12,3.831186849557293e-05,0,-2.3202685243463463,0.21008977586168792
1e-12,3.831186849557293e-05,1,-2.3203657604378893,0.20964226702899827
1e-12,3.831186849557293e-05,2,-2.3201706236738486,0.21534751005531197
1e-12,3.831186849557293e-05,3,-2.3201724059149655,0.21232792834436942
1e-12,3.831186849557293e-05,4,-2.3200411534136105,0.2114534958653076
1e-12,3.831186849557293e-05,5,-2.3208867513067366,0.20715459555850566
1e-12,3.831186849557293e-05,6,-2.3199568993033877,0.2112907996773944
1e-12,3.831186849557293e-05,7,-2.3203027889390255,0.21025691065014915
1e-12,3.831186849557293e-05,8,-2.3208433959749772,0.21368886606883677
1e-12,3.831186849557293e-05,9,-2.3207196200853537,0.20647932833509436
1e-12,3.831186849557293e-05,10,-2.3196140216714345,0.21462189033190224
1e-12,3.831186849557293e-05,11,-2.3202987213301975,0.2091493884437186
1e-12,3.831186849557293e-05,12,-2.3195748324645384,0.2112254184668784
1e-12,3.831186849557293e-05,13,-2.320291839922373,0.2079143162887664
1e-12,3.831186849557293e-05,14,-2.3203903978357,0.20962862162940502
1e-12,0.00014677992676220735,0,-1.8610711369420945,0.19075973681996308
1e-12,0.00014677992676220735,1,-1.8621495129263623,0.19071174159537108
