accel_var,model,r2,roughness
1.51177507061566e-12,7,-0.46139486472950964,0.0865429652111336
1.51177507061566e-12,8,-0.7853172596718541,0.09368892237586882
1.51177507061566e-12,9,-0.5837240756225419,0.07913315269206267
1.51177507061566e-12,10,-0.15959638192699455,0.08904452762829256
1.51177507061566e-12,11,-0.5603426326404763,0.08715700370277311
1.51177507061566e-12,12,-0.2204183040241683,0.08961325160979645
1.51177507061566e-12,13,-0.3071021368903655,0.08405704264688789
1.51177507061566e-12,14,-0.5247986366973025,0.08880702272414699
1.5919267369421578e-12,0,-0.7710265670276977,0.0977550932993362
1.5919267369421578e-12,1,-0.735286524578693,0.08584785117566197
1.5919267369421578e-12,2,-0.4107847986792028,0.0946809702270791
1.5919267369421578e-12,3,-0.3929689648620267,0.0872632819170506
1.5919267369421578e-12,4,-0.14094571418381485,0.08452645200466062
1.5919267369421578e-12,5,-0.738803212283984,0.08423524187092199
1.5919267369421578e-12,6,-0.38423345560927435,0.09165396196278609
1.5919267369421578e-12,7,-0.4611344943580167,0.086548055918892
1.5919267369421578e-12,8,-0.7851451208336582,0.09369548721839879
1.5919267369421578e-12,9,-0.583439518707425,0.07913726551554771
1.5919267369421578e-12,10,-0.15916669500802838,0.08905075460667906
1.5919267369421578e-12,11,-0.5600166305178058,0.08716340711072458
1.5919267369421578e-12,12,-0.22001084331769838,0.08961971515527449
1.5919267369421578e-12,13,-0.3068511239901561,0.08406077917885542
1.5919267369421578e-12,14,-0.5244961929829379,0.08881187912197451
1.676327904229336e-12,0,-0.770598202514124,0.0977633365567485
1.676327904229336e-12,1,-0.7348307904227553,0.08585339844486944
1.676327904229336e-12,2,-0.4104381589362831,0.09468673625788579
1.676327904229336e-12,3,-0.3926407356622592,0.08726839480296476
1.676327904229336e-12,4,-0.1406523649586353,0.08453249183609529
1.676327904229336e-12,5,-0.7386846403054776,0.08424333003183843
1.676327904229336e-12,6,-0.38390882104655133,0.09166042162084422
1.676327904229336e-12,7,-0.4608612005212953,0.08655341408258163
1.676327904229336e-12,8,-0.7849645650851114,0.09370239682792204
1.676327904229336e-12,9,-0.5831406171761802,0.07914159570043536
1.676327904229336e-12,10,-0.15871573802712868,0.08905730744004776
1.676327904229336e-12,11,-0.5596745651389228,0.08717014563505335
1.676327904229336e-12,12,-0.21958354852827644,0.08962651801871455
1.676327904229336e-12,13,-0.30658754810765876,0.08406471324142623
1.676327904229336e-12,14,-0.5241787909398419,0.08881699209082657
1.7652038735750071e-12,0,-0.7701496555980436,0.09777201391641245
1.7652038735750071e-12,1,-0.734352790232125,0.08585924018316002
1.7652038735750071e-12,2,-0.4100745210986383,0.09469280537088637
1.7652038735750071e-12,3,-0.3922962289089551,0.08727377684540329
1.7652038735750071e-12,4,-0.14034451587542884,0.0845388480320064
1.7652038735750071e-12,5,-0.7385603294795544,0.08425184195553295
1.7652038735750071e-12,6,-0.3835683412838182,0.09166721962604976
1.7652038735750071e-12,7,-0.4605743893722887,0.08655905360451847
1.7652038735750071e-12,8,-0.7847752197192086,0.09370966729115192
1.7652038735750071e-12,9,-0.5828266883169775,0.07914615468507973
1.7652038735750071e-12,10,-0.15824253913621122,0.0890642029233939
1.7652038735750071e-12,11,-0.5593157109243334,0.08717723655528797
1.7652038735750071e-12,12,-0.21913554835959959,0.08963367778581433
1.7652038735750071e-12,13,-0.3063108207571059,0.08406885523120347
1.7652038735750071e-12,14,-0.523845748977428,0.08882238274846051
1.8587918911465674e-12,0,-0.7696801105649811,0.09778114800396807
1.8587918911465674e-12,1,-0.7338515378682977,0.08586539199251553
1.8587918911465674e-12,2,-0.40969312583690254,0.09469919332327897
1.8587918911465674e-12,3,-0.39193469802018566,0.08727944208811453
1.8587918911465674e-12,4,-0.14002150700736626,0.08454553693153673
1.8587918911465674e-12,5,-0.7384300323574511,0.08426079944644677
1.8587918911465674e-12,6,-0.3832113160552295,0.09167437338680412
1.8587918911465674e-12,7,-0.4602734447907182,0.08656498909210464
1.8587918911465674e-12,8,-0.784576699681367,0.0937173171405157
1.8587918911465674e-12,9,-0.5824970212125808,0.07915095450332292
1.8587918911465674e-12,10,-0.15774609054932598,0.0890714586876835
1.8587918911465674e-12,11,-0.5589393164595489,0.08718469801244197
1.8587918911465674e-12,12,-0.21866594300917885,0.08964121292504773
1.8587918911465674e-12,13,-0.30602033012729346,0.08407321608558278
1.8587918911465674e-12,14,-0.5234963605859693,0.08882806152134717
1.9573417814876575e-12,0,-0.7691887328724243,0.09779076259197306
1.9573417814876575e-12,1,-0.7333260141592333,0.0858718702933792
1.9573417814876575e-12,2,-0.4092931876789261,0.09470591666981155
1.9573417814876575e-12,3,-0.39155536854633977,0.08728540529209806
1.9573417814876575e-12,4,-0.13968265435896288,0.08455257569077371
1.9573417814876575e-12,5,-0.7382934941065986,0.08427022208436791
1.9573417814876575e-12,6,-0.38283702177665435,0.09168190123354232
1.9573417814876575e-12,7,-0.459957728089895,0.08657123589147546
1.9573417814876575e-12,8,-0.7843686076283118,0.09372536582546577
1.9573417814876575e-12,9,-0.5821508760382461,0.0791560078146273
1.9573417814876575e-12,10,-0.15722534811882372,0.08907909323796885
1.9573417814876575e-12,11,-0.558544604330073,0.08719254904853799
1.9573417814876575e-12,12,-0.21817380428425937,0.08964914282829596
1.9573417814876575e-12,13,-0.30571544061193,0.08407780730996853
1.9573417814876575e-12,14,-0.5231298940924096,0.08883403999818486
2.0611166144016713e-12,0,-0.7686746703150324,0.09780088265356092
2.0611166144016713e-12,1,-0.7327751669474047,0.08587869236597645
2.0611166144016713e-12,2,-0.40887389495305637,0.09471299280038024
2.0611166144016713e-12,3,-0.39115743781707013,0.08729168197026477
2.0611166144016713e-12,4,-0.13932724963286391,0.084559982320401
2.0611166144016713e-12,5,-0.7381504526724854,0.08428013348264062
2.0611166144016713e-12,6,-0.3824447115938694,0.09168982240734559
2.0611166144016713e-12,7,-0.45962657778687666,0.08657781012249019
2.0611166144016713e-12,8,-0.7841505340533388,0.09373383375395321
2.0611166144016713e-12,9,-0.5817874833966878,0.07916132793561209
2.0611166144016713e-12,10,-0.15667923101757775,0.08908712599281696
2.0611166144016713e-12,11,-0.5581307710527401,0.08720080964753417
2.0611166144016713e-12,12,-0.21765817585652347,0.08965748785286311
2.0611166144016713e-12,13,-0.305395492384563,0.08408264100622707
2.0611166144016713e-12,14,-0.5227455924983804,0.08884033388915373
2.1703934071921795e-12,0,-0.7681370544152781,0.09781153441798905
2.1703934071921795e-12,1,-0.7321979112918104,0.08588587639344578
2.1703934071921795e-12,2,-0.4084344098418131,0.09472043997903618
2.1703934071921795e-12,3,-0.39074007466879856,0.08729828842351517
2.1703934071921795e-12,4,-0.13895456007542162,0.08456777572469426
2.1703934071921795e-12,5,-0.7380006389984715,0.08429055839502686
2.1703934071921795e-12,6,-0.38203361554036674,0.09169815710110985
2.1703934071921795e-12,7,-0.4592793094453853,0.08658472996381031
2.1703934071921795e-12,8,-0.783922057486317,0.09374274233532827
2.1703934071921795e-12,9,-0.5814060436984361,0.07916692887304284
2.1703934071921795e-12,10,-0.15610662154207122,0.08909557732504256
2.1703934071921795e-12,11,-0.5576969871161641,0.08720950077765341
2.1703934071921795e-12,12,-0.21711807367118485,0.0896662693648565
2.1703934071921795e-12,13,-0.3050598010260206,0.08408772990241489
2.1703934071921795e-12,14,-0.5223426734117897,0.08884695971323908
2.2854638641349932e-12,0,-0.7675750020594836,0.0978227454280539
2.2854638641349932e-12,1,-0.7315931298421652,0.08589344150681374
2.2854638641349932e-12,2,-0.4079738685594416,0.09472827738440434
2.2854638641349932e-12,3,-0.3903024192644595,0.08730524177825709
2.2854638641349932e-12,4,-0.13856382841188908,0.08457597574185706
2.2854638641349932e-12,5,-0.7378437773102302,0.08430152276447099
2.2854638641349932e-12,6,-0.38160294081749235,0.09170692732278987
2.2854638641349932e-12,7,-0.4589152156015286,0.08659201204838128
2.2854638641349932e-12,8,-0.7836827447773311,0.09375211402466131
2.2854638641349932e-12,9,-0.5810057265965871,0.07917282535832196
2.2854638641349932e-12,10,-0.15550636505238002,0.08910446860372645
2.2854638641349932e-12,11,-0.5572423971440006,0.08721864443510316
2.2854638641349932e-12,12,-0.21655248652679582,0.08967550978390051
2.2854638641349932e-12,13,-0.3047076572128318,0.08409308738381728
2.2854638641349932e-12,14,-0.5219203290844328,0.08885393483781727
2.4066351551556875e-12,0,-0.7669876173995971,0.09783454459933633
2.4066351551556875e-12,1,-0.7309596734047099,0.08590140783184133
2.4066351551556875e-12,2,-0.40749138166801857,0.09473652515150802
2.4066351551556875e-12,3,-0.38984358301800937,0.08731256002538139
2.4066351551556875e-12,4,-0.13815427288279736,0.08458461050800345
2.4066351551556875e-12,5,-0.7376795854721943,0.08431305739322033
2.4066351551556875e-12,6,-0.3811518722104037,0.09171615808641194
2.4066351551556875e-12,7,-0.4585335657832452,0.0865996750064522
2.4066351551556875e-12,8,-0.7834321514735558,0.0937619723684694
2.4066351551556875e-12,9,-0.5805856704860461,0.07917903288352544
2.4066351551556875e-12,10,-0.15487727006612717,0.08911382223749023
2.4066351551556875e-12,11,-0.5567661201957537,0.08722826851215117
2.4066351551556875e-12,12,-0.21596037684301939,0.08968523262913815
2.4066351551556875e-12,13,-0.30433832647593384,0.0840987275253297
2.4066351551556875e-12,14,-0.5214777265690049,0.0888612775198896
2.534230735791306e-12,0,-0.7663739940423462,0.09784697420162022
2.534230735791306e-12,1,-0.7302963617202596,0.08590979653776275
2.534230735791306e-12,2,-0.40698603454756355,0.09474520558102821
2.534230735791306e-12,3,-0.3893626486374093,0.08732026206070596
2.534230735791306e-12,4,-0.13772508739411893,0.08459369612256834
2.534230735791306e-12,5,-0.737507775423913,0.08432518757728832
2.534230735791306e-12,6,-0.3806795726543817,0.09172586930914567
2.534230735791306e-12,7,-0.45813360663528746,0.08660773885135616
2.534230735791306e-12,8,-0.7831698222996832,0.09377234205182507
2.534230735791306e-12,9,-0.5801449820780502,0.07918556773903071
2.534230735791306e-12,10,-0.1542181085246821,0.08912366171898753
2.534230735791306e-12,11,-0.5562672502208272,0.087238403047934
2.534230735791306e-12,12,-0.21534068163443543,0.08969546256645998
2.534230735791306e-12,13,-0.3039510490398438,0.08410466512521068
2.534230735791306e-12,14,-0.5210140080096386,0.08886900694899119
2.668591210624893e-12,0,-0.7657332175471361,0.09786005537929628
2.668591210624893e-12,1,-0.7296019844763098,0.08591862988792562
2.668591210624893e-12,2,-0.4064568880366852,0.09475434405100529
2.668591210624893e-12,3,-0.38885867030044685,0.08732836772689441
2.668591210624893e-12,4,-0.1372754417943518,0.08460325434538521
2.668591210624893e-12,5,-0.7373280537047249,0.0843379428867111
2.668591210624893e-12,6,-0.38018518396642076,0.09173608543934407
2.668591210624893e-12,7,-0.4577145621620511,0.08661622518104155
2.668591210624893e-12,8,-0.7828952917529581,0.09378324894681023
2.668591210624893e-12,9,-0.5796827360620398,0.0791924470527777
2.668591210624893e-12,10,-0.1535276162510284,0.0891340116705572
2.668591210624893e-12,11,-0.5557448566825236,0.0872490634701839
2.668591210624893e-12,12,-0.21469231370898156,0.08970623132226418
2.668591210624893e-12,13,-0.3035450397529378,0.0841109160821344
2.668591210624893e-12,14,-0.5205282910813145,0.08887714421589998
2.810075242497918e-12,0,-0.7650643682548572,0.09787383411129211
2.810075242497918e-12,1,-0.7288753025762407,0.08592793129233144
2.810075242497918e-12,2,-0.4059029792610307,0.09476395971096878
2.810075242497918e-12,3,-0.38833067397913523,0.08733689785684319
2.810075242497918e-12,4,-0.13680448229292508,0.08461330920204352
2.810075242497918e-12,5,-0.7371401220758125,0.08435135454426225
2.810075242497918e-12,6,-0.3796678277580865,0.09174683327556203
2.810075242497918e-12,7,-0.4572756341019577,0.08662515419979552
2.810075242497918e-12,8,-0.782608084824413,0.09379472016227085
2.810075242497918e-12,9,-0.5791979748678098,0.0791996888312008
2.810075242497918e-12,10,-0.15280449361984005,0.08914489789097221
2.810075242497918e-12,11,-0.5551979853697186,0.08726027645896337
2.810075242497918e-12,12,-0.21401416311055899,0.0897175630288347
2.810075242497918e-12,13,-0.30311948812070844,0.08411749682975643
2.810075242497918e-12,14,-0.5200196695943884,0.0888857151211682
2.9590605099274974e-12,0,-0.7643665244694995,0.0978883548698466
2.9590605099274974e-12,1,-0.7281150496894353,0.08593772536206004
2.9590605099274974e-12,2,-0.4053233226678783,0.0947740769754636
2.9590605099274974e-12,3,-0.3877776579290926,0.08734587431852472
2.9590605099274974e-12,4,-0.1363113320346756,0.08462388605392404
2.9590605099274974e-12,5,-0.7369436782491894,0.08436545522571444
2.9590605099274974e-12,6,-0.37912660654602237,0.09175813907473424
2.9590605099274974e-12,7,-0.456816002447346,0.0866345485446369
2.9590605099274974e-12,8,-0.7823077178588191,0.09380678409480585
2.9590605099274974e-12,9,-0.5786897085420639,0.07920731200186647
2.9590605099274974e-12,10,-0.15204740646140302,0.0891563474031965
2.9590605099274974e-12,11,-0.554625659414919,0.087272072244172
2.9590605099274974e-12,12,-0.21330509882540216,0.0897294835374433
2.9590605099274974e-12,13,-0.30267355845438826,0.0841244241694479
2.9590605099274974e-12,14,-0.5194872142814122,0.08889473667329177
3.1159447152842096e-12,0,-0.763638766014334,0.09790364958148108
3.1159447152842096e-12,1,-0.727319934107419,0.08594803796554878
3.1159447152842096e-12,2,-0.404716911285796,0.09478472144468883
3.1159447152842096e-12,3,-0.38719859336144413,0.08735532006126087
3.1159447152842096e-12,4,-0.13579509184645122,0.08463501532607833
3.1159447152842096e-12,5,-0.7367384167338533,0.08438027911599312
3.1159447152842096e-12,6,-0.37856060507719613,0.09177003047873546
3.1159447152842096e-12,7,-0.45633482612499376,0.08664443195573314
3.1159447152842096e-12,8,-0.7819936995663705,0.09381947926947533
3.1159447152842096e-12,9,-0.5781569147545613,0.07921533911876658
3.1159447152842096e-12,10,-0.1512549872219282,0.0891683885030498
3.1159447152842096e-12,11,-0.5540268805381574,0.08728447771085689
3.1159447152842096e-12,12,-0.2125639707724234,0.0897420226017684
3.1159447152842096e-12,13,-0.3022063901482157,0.08413171616077467
3.1159447152842096e-12,14,-0.5189299737842359,0.08890423226404762
3.28114664642172e-12,0,-0.762880178183984,0.09791974129357989
3.28114664642172e-12,1,-0.7264886409315514,0.0859588962866756
3.28114664642172e-12,2,-0.4040827182291178,0.09479591995395173
3.28114664642172e-12,3,-0.38659242531565785,0.08736525916338958
3.28114664642172e-12,4,-0.13525484117208864,0.08464672064920944
3.28114664642172e-12,5,-0.7365240298098046,0.08439586196623104
3.28114664642172e-12,6,-0.37796889188642724,0.0917825369477357
3.28114664642172e-12,7,-0.45583124385298923,0.08665482932354163
3.28114664642172e-12,8,-0.781665532199801,0.09383283747064497
3.28114664642172e-12,9,-0.5775985389502758,0.07922379186652181
3.28114664642172e-12,10,-0.1504258364037956,0.08918105080865536
3.28114664642172e-12,11,-0.5534006305372694,0.08729752342613252
3.28114664642172e-12,12,-0.21178961209769032,0.08975521222850984
3.28114664642172e-12,13,-0.3017170980994661,0.08413939177683835
3.28114664642172e-12,14,-0.5183469758605614,0.08891422645778228
3.455107294592218e-12,0,-0.762089856112729,0.09793667042519233
3.455107294592218e-12,1,-0.7256198346189073,0.08597032888457769
3.455107294592218e-12,2,-0.4034196984675915,0.09480770062412117
3.455107294592218e-12,3,-0.3859580737526487,0.0873757168812714
3.455107294592218e-12,4,-0.13468963921318133,0.08465903097227624
3.455107294592218e-12,5,-0.736300208641161,0.08441224115157973
3.455107294592218e-12,6,-0.3773505211039492,0.09179568932046502
3.455107294592218e-12,7,-0.45530437519052236,0.08666576673713801
3.455107294592218e-12,8,-0.781322712911342,0.09384688271689832
3.455107294592218e-12,9,-0.5770134946650964,0.07923268908285186
3.455107294592218e-12,10,-0.1495585243100772,0.08919436531052548
3.455107294592218e-12,11,-0.5527458730455901,0.08731124138113021
3.455107294592218e-12,12,-0.21098084179308385,0.08976908514157762
3.455107294592218e-12,13,-0.30120477328617157,0.08414747094660777
3.455107294592218e-12,14,-0.5177372288295321,0.08892474504444846
3.638291031631634e-12,0,-0.7612669095781839,0.09795447929683694
3.638291031631634e-12,1,-0.7247121619129182,0.08598236575511256
3.638291031631634e-12,2,-0.4027267908818679,0.09482009291294947
3.638291031631634e-12,3,-0.38529443488822457,0.08738671969956685
3.638291031631634e-12,4,-0.13409852629330676,0.08467197659705683
3.638291031631634e-12,5,-0.7360666445402411,0.08442945572960973
3.638291031631634e-12,6,-0.376704534531104,0.09180951986628438
3.638291031631634e-12,7,-0.45475332179764116,0.0866772715336484
3.638291031631634e-12,8,-0.7809647353042908,0.09386164912611206
3.638291031631634e-12,9,-0.576400664023923,0.07924205385690401
3.638291031631634e-12,10,-0.148651593118178,0.08920836442211398
3.638291031631634e-12,11,-0.5520615555788937,0.08732566504470804
3.638291031631634e-12,12,-0.21013646765886795,0.08978367456393753
3.638291031631634e-12,13,-0.30066848351804354,0.08415597459866775
3.638291031631634e-12,14,-0.5170997232769683,0.08893581509424776
3.8311868495572925e-12,0,-0.7604104682577415,0.09797321220048855
3.8311868495572925e-12,1,-0.7237642551859471,0.08599503839384182
3.8311868495572925e-12,2,-0.4020029206258835,0.0948331276671042
3.8311868495572925e-12,3,-0.38460038278760056,0.0873982953826984
3.8311868495572925e-12,4,-0.1334805254639686,0.08468558926580358
3.8311868495572925e-12,5,-0.7358230303947524,0.08444754885323427
3.8311868495572925e-12,6,-0.37602996400202393,0.0918240623376857
3.8311868495572925e-12,7,-0.4541771689226981,0.08668938212401955
3.8311868495572925e-12,8,-0.7805910911945848,0.09387717237533671
3.8311868495572925e-12,9,-0.575758898440961,0.07925191043924161
3.8311868495572925e-12,10,-0.1477035593079754,0.08922308203064008
3.8311868495572925e-12,11,-0.5513466118937358,0.08734082941766724
3.8311868495572925e-12,12,-0.20925528962897078,0.08979901615756923
3.8311868495572925e-12,13,-0.3001072743769593,0.08416492470635027
3.8311868495572925e-12,14,-0.5164334340412053,0.08894746501381534
4.034309665886777e-12,0,-0.7595196874529868,0.0979929154695968
4.034309665886777e-12,1,-0.7227747362205563,0.08600838064637904
4.034309665886777e-12,2,-0.401247001817191,0.09484683717472478
4.034309665886777e-12,3,-0.38387477124243885,0.08741047302738575
4.034309665886777e-12,4,-0.13283464437068782,0.08469990215076678
4.034309665886777e-12,5,-0.7355690622707254,0.08446657428105843
4.034309665886777e-12,6,-0.3753258340490677,0.09183935202300526
4.034309665886777e-12,7,-0.4535749871355632,0.08670211931785789
4.034309665886777e-12,8,-0.7802012725979883,0.09389348975691082
4.034309665886777e-12,9,-0.5750870195434838,0.07926228429509916
4.034309665886777e-12,10,-0.1467129164699572,0.08923855354795608
4.034309665886777e-12,11,-0.5505999646796969,0.08735678410722993
4.034309665886777e-12,12,-0.2083361034768787,0.08981514719078251
4.034309665886777e-12,13,-0.29952017036389833,0.08417434433420569
4.034309665886777e-12,14,-0.5157373225010602,0.08895972460385947
4.248201698162608e-12,0,-0.758593754294715,0.09801363754875288
4.248201698162608e-12,1,-0.7217422204560415,0.0860224363853173
4.248201698162608e-12,2,-0.40045794057603534,0.094861255218288
4.248201698162608e-12,3,-0.38311643595204403,0.08742328311612553
4.248201698162608e-12,4,-0.13215987739804147,0.08471494987523703
4.248201698162608e-12,5,-0.7353044412042031,0.08448656372409452
4.248201698162608e-12,6,-0.374591164889128,0.09185542579910483
4.248201698162608e-12,7,-0.45294583432507496,0.0867155144234911
4.248201698162608e-12,8,-0.7797947739589302,0.09391064023483427
4.248201698162608e-12,9,-0.5743838203412153,0.07927320215937438
4.248201698162608e-12,10,-0.14567813851878797,0.08925481596120262
4.248201698162608e-12,11,-0.5498205286080824,0.0873735638763973
