accel_var,true_values_var,r2,roughness
1e-12,1e-12,0.7246245014430436,1.0658699586693385
1e-12,3.8311868495572925e-12,0.725309098090624,0.9326854765985026
1e-12,1.4677992676220676e-11,0.7310249987984392,0.7605424122153915
1e-12,5.6234132519034906e-11,0.7404654095570843,0.6213335022181347
1e-12,2.1544346900318867e-10,0.7528849267612687,0.5378728387955806
1e-12,8.254041852680207e-10,0.7667859958496034,0.49272029208915624
1e-12,3.1622776601683795e-09,0.7048464603812858,0.46338326025609916
1e-12,1.2115276586285901e-08,0.44383274353520175,0.4340003380299385
1e-12,4.641588833612782e-08,0.03205259484340939,0.3932318984243291
1e-12,1.7782794100389227e-07,-0.39376415647755114,0.34763380490611073
1e-12,6.812920690579622e-07,-0.7222102741952814,0.30568638527104897
1e-12,2.6101572156825386e-06,-0.8963323014525919,0.2707763817053123
1e-12,1e-05,-0.9365346824523189,0.24292191821581557
1e-12,3.831186849557293e-05,-0.7870758449819728,0.217831940218763
1e-12,0.00014677992676220735,-0.6241088490967774,0.1954012106995412
1e-12,0.0005623413251903491,-0.5932588460262711,0.1766503669281899
1e-12,0.002154434690031887,-0.6080834000401789,0.15522607212314526
1e-12,0.008254041852680206,-0.592801460174516,0.12272791789963637
1e-12,0.03162277660168379,-0.5410845215231015,0.09100210006332424
1e-12,0.12115276586285902,-0.49285285931520684,0.07628789313596518
1e-12,0.46415888336127914,-0.47142809258688767,0.07471460262309132
1e-12,1.7782794100389228,-0.4648308880164642,0.07598013839747814
1e-12,6.812920690579622,-0.46302984093398014,0.07658314680464079
1e-12,26.10157215682544,-0.4625541522043173,0.07676383206539876
1e-12,100.0,-0.4624296057536872,0.0768126073197289
3.8311868495572925e-12,1e-12,0.7252183061156878,1.125634123233344
3.8311868495572925e-12,3.8311868495572925e-12,0.7246245014567712,1.0658699728079106
3.8311868495572925e-12,1.4677992676220676e-11,0.7253090981443358,0.932685415566857
3.8311868495572925e-12,5.6234132519034906e-11,0.7310249990210108,0.7605420586424395
3.8311868495572925e-12,2.1544346900318867e-10,0.7404654105120849,0.6213317132426684
3.8311868495572925e-12,8.254041852680207e-10,0.7528849306851478,0.5378654881097712
3.8311868495572925e-12,3.1622776601683795e-09,0.7667860141018374,0.49269104585026424
3.8311868495572925e-12,1.2115276586285901e-08,0.7048465925751024,0.46326759634809567
3.8311868495572925e-12,4.641588833612782e-08,0.4438336529859258,0.4336056738085957
