accel_var,r2,roughness
1e-12,-0.896940059320815,0.1145318370774993
1.3530477745798075e-12,-0.8962005935042092,0.11455200554971136
1.8307382802953697e-12,-0.8951989497014263,0.11457936820090324
2.477076355991714e-12,-0.8938420362466262,0.11461650549285532
3.351602650938848e-12,-0.892003963176736,0.1146669204028264
4.534878508128591e-12,-0.8895151227656399,0.11473531836272231
6.135907273413163e-12,-0.8861485783625149,0.11482798223017628
8.302175681319735e-12,-0.8816042211512998,0.11495312292378448
1.1233240329780266e-11,-0.8754924984846997,0.1151211628731994
1.519911082952933e-11,-0.8673217320454145,0.11534477605193903
2.0565123083486514e-11,-0.8564958721710041,0.11563842896777184
2.7825594022071258e-11,-0.8423318335827847,0.116017537801495
3.764935806792471e-11,-0.8241051353897588,0.11649698085359385
5.094138014816386e-11,-0.801126881509928,0.11708884960487835
6.892612104349709e-11,-0.7728432101724689,0.11780130416444623
9.326033468832219e-11,-0.7389337813979098,0.1186369326737284
1.2618568830660183e-10,-0.6993785500453225,0.11959208746377202
1.7073526474706887e-10,-0.6544731933941212,0.12065749012206257
2.310129700083158e-10,-0.6048012203070778,0.12181856328187987
3.1257158496882353e-10,-0.5511914649265384,0.12305579853634505
4.229242874389499e-10,-0.49467834603367766,0.1243444255435956
5.722367659350221e-10,-0.43644719085873773,0.12565487655313687
7.742636826811277e-10,-0.3777294484145297,0.12695536654136444
1.0476157527896662e-09,-0.3196408913543054,0.12821707495330192
1.4174741629268078e-09,-0.2630081411706966,0.12942179192035005
1.9179102616724926e-09,-0.2082551385879483,0.13056789578386954
2.5950242113997426e-09,-0.15539729966120697,0.13167065379830808
3.511191734215142e-09,-0.10413929991063142,0.1327594428921106
4.750810162102813e-09,-0.05403184881882894,0.13387139660605651
6.428073117284319e-09,-0.004632758222749889,0.13504308449228522
8.697490026177834e-09,0.04436862090791571,0.13630387603629857
1.176811952434999e-08,0.09308266321993475,0.1376716492909386
1.592282793341094e-08,0.1414063839715758,0.1391528473957905
2.1544346900318866e-08,0.18905395058979946,0.14074158256089325
2.9150530628251818e-08,0.235614700365255,0.14242361073261822
3.944206059437656e-08,0.2806242574785418,0.14418120350990613
5.3366992312063125e-08,0.3236369120410437,0.1459939754489292
7.220809018385471e-08,0.3642873905057086,0.14783968722715846
9.770099572992267e-08,0.4023294122336022,0.14970499166890436
1.3219411484660315e-07,0.43764262346082383,0.15157603738770112
1.7886495290574352e-07,0.4702107659117549,0.15344340210833324
2.4201282647943835e-07,0.5000859984816133,0.15530658441764875
3.2745491628777317e-07,0.5273572549258649,0.15716264459244572
4.4306214575838867e-07,0.5521316681109312,0.1590061929121279
5.994842503189421e-07,0.5745258271376263,0.16084188267110897
8.111308307896889e-07,0.5946589829160048,0.16267517578370952
1.0974987654930568e-06,0.6126457718639484,0.16451027515846658
1.4849682622544665e-06,0.6285941089387637,0.16636185955689006
2.00923300256505e-06,0.6426154406900768,0.16823774991047005
2.7185882427329457e-06,0.6548470561501187,0.17015113380410557
3.678379771828642e-06,0.665475399408697,0.17212166730730447
4.977023564332114e-06,0.6747444142465986,0.17417563715760434
6.7341506577508285e-06,0.6829389298963753,0.17633286637730572
9.111627561154906e-06,0.6903465789232898,0.17863250890400445
