accel_var,true_values_var,r2,roughness
1e-12,1e-12,0.9998786774300239,0.8778258520812556
1e-12,3.8311868495572925e-12,0.9991280759457046,0.7767419005910557
1e-12,1.4677992676220676e-11,0.9964732617516844,0.6465799308441387
1e-12,5.6234132519034906e-11,0.9905903988714303,0.5400171118246765
1e-12,2.1544346900318867e-10,0.9793039594193752,0.47511655400969854
1e-12,8.254041852680207e-10,0.9590471130341295,0.43938943138465225
1e-12,3.1622776601683795e-09,0.9260896621345037,0.41615925919003344
1e-12,1.2115276586285901e-08,0.8770971855821704,0.39397146743187944
1e-12,4.641588833612782e-08,0.811555820814055,0.36341650866188224
1e-12,1.7782794100389227e-07,0.7267031168301237,0.3273313728909283
1e-12,6.812920690579622e-07,0.6156296361690015,0.29300893904228487
1e-12,2.6101572156825386e-06,0.4837114984659502,0.2649751986328083
1e-12,1e-05,0.34214117995249604,0.24365708998049754
1e-12,3.831186849557293e-05,0.189503586614724,0.22479900841323688
1e-12,0.00014677992676220735,0.041526129284305324,0.20742367415474364
1e-12,0.0005623413251903491,-0.07943030438251686,0.1925864430171822
1e-12,0.002154434690031887,-0.18228505366637004,0.17661139844095486
1e-12,0.008254041852680206,-0.32126396582084515,0.15313113556752758
1e-12,0.03162277660168379,-0.5902875141691339,0.13000775431933825
1e-12,0.12115276586285902,-0.9343012199697738,0.1200774787386406
1e-12,0.46415888336127914,-1.1260289934408072,0.12046429254327753
1e-12,1.7782794100389228,-1.186813112492536,0.12260912861908702
1e-12,6.812920690579622,-1.2028052616071374,0.12370564063104769
1e-12,26.10157215682544,-1.2069312667325072,0.12406374387118745
1e-12,100.0,-1.2080030025553876,0.12416295279141244
3.8311868495572925e-12,1e-12,0.9999890998783291,0.9233205088188852
3.8311868495572925e-12,3.8311868495572925e-12,0.9998786774258522,0.8778258565382322
3.8311868495572925e-12,1.4677992676220676e-11,0.9991280759458894,0.7767418678133411
3.8311868495572925e-12,5.6234132519034906e-11,0.9964732610334353,0.6465797465988563
3.8311868495572925e-12,2.1544346900318867e-10,0.9905903886209344,0.5400161745983685
3.8311868495572925e-12,8.254041852680207e-10,0.9793039022249923,0.47511268481325136
3.8311868495572925e-12,3.1622776601683795e-09,0.9590469302334858,0.4393739115356315
3.8311868495572925e-12,1.2115276586285901e-08,0.9260897696790272,0.416096772125551
3.8311868495572925e-12,4.641588833612782e-08,0.8771017375967973,0.39374581694702604
3.8311868495572925e-12,1.7782794100389227e-07,0.8115934205588747,0.36282164925443133
3.8311868495572925e-12,6.812920690579622e-07,0.7269421135918486,0.32651300326891025
3.8311868495572925e-12,2.6101572156825386e-06,0.6164967892614461,0.2925332209311204
3.8311868495572925e-12,1e-05,0.4850590747072605,0.2642939488241895
3.8311868495572925e-12,3.831186849557293e-05,0.3420364751646867,0.24198889875618146
3.8311868495572925e-12,0.00014677992676220735,0.18476577432333652,0.22232498479532542
3.8311868495572925e-12,0.0005623413251903491,0.023803118741545504,0.20259692803140936
3.8311868495572925e-12,0.002154434690031887,-0.12886770336364917,0.18097476250233316
3.8311868495572925e-12,0.008254041852680206,-0.2987664168929163,0.15447747974239814
3.8311868495572925e-12,0.03162277660168379,-0.5803094544605454,0.13035733493110185
3.8311868495572925e-12,0.12115276586285902,-0.9289442705334578,0.12021901433355235
3.8311868495572925e-12,0.46415888336127914,-1.1223104571872295,0.12058874553807779
3.8311868495572925e-12,1.7782794100389228,-1.183587155815185,0.12273397326879087
3.8311868495572925e-12,6.812920690579622,-1.1997141930966397,0.12383092320822789
3.8311868495572925e-12,26.10157215682544,-1.2038759258666567,0.12418916825525869
3.8311868495572925e-12,100.0,-1.2049570252498731,0.12428841183372825
1.4677992676220676e-11,1e-12,0.9999991924955707,0.9378776741462258
1.4677992676220676e-11,3.8311868495572925e-12,0.999989099875794,0.9233205837599624
1.4677992676220676e-11,1.4677992676220676e-11,0.9998786774099784,0.8778258734809765
1.4677992676220676e-11,5.6234132519034906e-11,0.9991280759462843,0.7767417427019354
1.4677992676220676e-11,2.1544346900318867e-10,0.9964732582893923,0.646579043548029
1.4677992676220676e-11,8.254041852680207e-10,0.9905903494774078,0.540012604499094
1.4677992676220676e-11,3.1622776601683795e-09,0.9793036840129926,0.47509805595278093
1.4677992676220676e-11,1.2115276586285901e-08,0.9590462439641588,0.43931684158895473
1.4677992676220676e-11,4.641588833612782e-08,0.9260905303111269,0.41588793461286305
1.4677992676220676e-11,1.7782794100389227e-07,0.8771245594578332,0.39318391995555935
1.4677992676220676e-11,6.812920690579622e-07,0.8117507527292452,0.3620337076484125
1.4677992676220676e-11,2.6101572156825386e-06,0.7274987431312021,0.3260534614387307
1.4677992676220676e-11,1e-05,0.6173536432449012,0.29185126884198
1.4677992676220676e-11,3.831186849557293e-05,0.4849197061707522,0.2626112945601718
1.4677992676220676e-11,0.00014677992676220735,0.33888304536408,0.23950456270874418
1.4677992676220676e-11,0.0005623413251903491,0.17229783622488715,0.21738983221099661
1.4677992676220676e-11,0.002154434690031887,-0.01566667125365151,0.19067958485866435
1.4677992676220676e-11,0.008254041852680206,-0.23288600158504047,0.15860439554791403
1.4677992676220676e-11,0.03162277660168379,-0.5455888332496954,0.13162356882256077
1.4677992676220676e-11,0.12115276586285902,-0.9086080864755735,0.12076879850445789
1.4677992676220676e-11,0.46415888336127914,-1.107523511090461,0.12106937826260955
1.4677992676220676e-11,1.7782794100389228,-1.170523030383671,0.1232134771669233
1.4677992676220676e-11,6.812920690579622,-1.1871279607408995,0.12431120740920752
1.4677992676220676e-11,26.10157215682544,-1.191416837217203,0.12466971573081674
1.4677992676220676e-11,100.0,-1.1925313017552543,0.12476901147391242
